"","TXNAME","GENEID","ENTREZID","SYMBOL","TXCHROM"
"8847","ENSRNOT00000015792","ENSRNOG00000011467","311864","Uck1","3"
"8848","ENSRNOT00000016904","ENSRNOG00000011470","60445","Tsc1","3"
"8849","ENSRNOT00000015367","ENSRNOG00000011471","25444","Fgf9","15"
"8850","ENSRNOT00000015252","ENSRNOG00000011472","UNKNOWN_ENSRNOG00000011472","UNKNOWN_ENSRNOG00000011472","2"
"8851","ENSRNOT00000051720","ENSRNOG00000011474","192280","Ppp1r3b","16"
"8852","ENSRNOT00000082091","ENSRNOG00000011474","192280","Ppp1r3b","16"
"8853","ENSRNOT00000016070","ENSRNOG00000011475","56029","Srcin1","10"
"8854","ENSRNOT00000078300","ENSRNOG00000011476","293128","Nars2","1"
"8855","ENSRNOT00000015784","ENSRNOG00000011476","293128","Nars2","1"
"8856","ENSRNOT00000015265","ENSRNOG00000011478","685243","Ackr4","8"
"8857","ENSRNOT00000055989","ENSRNOG00000011480","308663","Tubgcp5","1"
"8858","ENSRNOT00000015351","ENSRNOG00000011483","94195","S100a9","2"
"8859","ENSRNOT00000015278","ENSRNOG00000011484","680700","LOC680700","5"
"8860","ENSRNOT00000015352","ENSRNOG00000011488","365243","Sergef","1"
"8861","ENSRNOT00000015869","ENSRNOG00000011489","362840","R3hdm4","7"
"8862","ENSRNOT00000093610","ENSRNOG00000011489","362840","R3hdm4","7"
"8863","ENSRNOT00000015381","ENSRNOG00000011490","100361444","Angptl8","8"
"8864","ENSRNOT00000015344","ENSRNOG00000011491","363127","Dnajc13","8"
"8865","ENSRNOT00000034446","ENSRNOG00000011492","108348302","LOC108348302","16"
"8866","ENSRNOT00000057222","ENSRNOG00000011494","81769","Rpl36al","X"
"8867","ENSRNOT00000015281","ENSRNOG00000011497","298079","Aldh1b1","5"
"8868","ENSRNOT00000016130","ENSRNOG00000011498","313323","Psip1","5"
"8869","ENSRNOT00000082239","ENSRNOG00000011498","313323","Psip1","5"
"8870","ENSRNOT00000066848","ENSRNOG00000011500","690528","Pou2af1","8"
"8871","ENSRNOT00000015476","ENSRNOG00000011501","25390","Atp1b3","8"
"8872","ENSRNOT00000048506","ENSRNOG00000011502","362584","Col9a2","5"
"8873","ENSRNOT00000015338","ENSRNOG00000011503","362513","Shb","5"
"8874","ENSRNOT00000076918","ENSRNOG00000011504","298024","Akap2","5"
"8875","ENSRNOT00000015576","ENSRNOG00000011504","298024","Akap2","5"
"8876","ENSRNOT00000016077","ENSRNOG00000011507","84591","Pick1","7"
"8877","ENSRNOT00000076903","ENSRNOG00000011508","296864","Zc3h12b","X"
"8878","ENSRNOT00000081354","ENSRNOG00000011508","296864","Zc3h12b","X"
"8879","ENSRNOT00000044006","ENSRNOG00000011508","296864","Zc3h12b","X"
"8880","ENSRNOT00000077012","ENSRNOG00000011508","296864","Zc3h12b","X"
"8881","ENSRNOT00000015744","ENSRNOG00000011509","502749","Agk","4"
"8882","ENSRNOT00000034723","ENSRNOG00000011511","361092","Stk24","15"
"8883","ENSRNOT00000015494","ENSRNOG00000011513","363494","Gla","X"
"8884","ENSRNOT00000015918","ENSRNOG00000011517","316256","Tnfrsf21","9"
"8885","ENSRNOT00000015725","ENSRNOG00000011518","306527","Dusp26","16"
"8886","ENSRNOT00000092758","ENSRNOG00000011518","306527","Dusp26","16"
"8887","ENSRNOT00000090600","ENSRNOG00000011519","362304","Orc5","4"
"8888","ENSRNOT00000015426","ENSRNOG00000011519","362304","Orc5","4"
"8889","ENSRNOT00000081437","ENSRNOG00000011521","246776","Filip1","8"
"8890","ENSRNOT00000015365","ENSRNOG00000011521","246776","Filip1","8"
"8891","ENSRNOT00000087874","ENSRNOG00000011521","246776","Filip1","8"
"8892","ENSRNOT00000092781","ENSRNOG00000011521","246776","Filip1","8"
"8893","ENSRNOT00000051702","ENSRNOG00000011523","29384","Macroh2a1","17"
"8894","ENSRNOT00000015632","ENSRNOG00000011523","29384","Macroh2a1","17"
"8895","ENSRNOT00000015845","ENSRNOG00000011526","25507","Pcsk6","1"
"8896","ENSRNOT00000015333","ENSRNOG00000011527","103690404","Bag5l1","6"
"8897","ENSRNOT00000015354","ENSRNOG00000011528","362031","Alg14","2"
"8898","ENSRNOT00000015469","ENSRNOG00000011530","312365","Mindy4","4"
"8899","ENSRNOT00000015583","ENSRNOG00000011533","307721","Irx3","19"
"8900","ENSRNOT00000015967","ENSRNOG00000011535","171133","Gcsh","19"
"8901","ENSRNOT00000075850","ENSRNOG00000011540","292640","Vta1","1"
"8902","ENSRNOT00000064836","ENSRNOG00000011540","292640","Vta1","1"
"8903","ENSRNOT00000016067","ENSRNOG00000011541","170520","Cygb","10"
"8904","ENSRNOT00000015373","ENSRNOG00000011542","299341","Coa8","6"
"8905","ENSRNOT00000015366","ENSRNOG00000011543","315549","Fam118b","8"
"8906","ENSRNOT00000082346","ENSRNOG00000011543","315549","Fam118b","8"
"8907","ENSRNOT00000015418","ENSRNOG00000011544","305848","Zfp219","15"
"8908","ENSRNOT00000016568","ENSRNOG00000011548","361060","Ebf2","15"
"8909","ENSRNOT00000087043","ENSRNOG00000011550","29738","Kcnab2","5"
"8910","ENSRNOT00000015840","ENSRNOG00000011550","29738","Kcnab2","5"
"8911","ENSRNOT00000065508","ENSRNOG00000011552","307868","Mon1b","19"
"8912","ENSRNOT00000015460","ENSRNOG00000011553","361925","Actl6a","2"
"8913","ENSRNOT00000015434","ENSRNOG00000011555","310946","Lrrc40","2"
"8914","ENSRNOT00000015473","ENSRNOG00000011557","116547","S100a8","2"
"8915","ENSRNOT00000015579","ENSRNOG00000011559","54321","Cnn3","2"
"8916","ENSRNOT00000015452","ENSRNOG00000011560","282584","Mtmr9","15"
"8917","ENSRNOT00000082755","ENSRNOG00000011561","117041","Nln","2"
"8918","ENSRNOT00000066925","ENSRNOG00000011561","117041","Nln","2"
"8919","ENSRNOT00000015401","ENSRNOG00000011562","309349","Slitrk2","X"
"8920","ENSRNOT00000015369","ENSRNOG00000011563","405107","Olr1199","8"
"8921","ENSRNOT00000015499","ENSRNOG00000011566","500308","Cecr2","4"
"8922","ENSRNOT00000015670","ENSRNOG00000011567","315550","Rpusd4","8"
"8923","ENSRNOT00000015395","ENSRNOG00000011568","498997","Rspo3","1"
"8924","ENSRNOT00000093106","ENSRNOG00000011572","171041","Klc1","6"
"8925","ENSRNOT00000092774","ENSRNOG00000011572","171041","Klc1","6"
"8926","ENSRNOT00000065281","ENSRNOG00000011572","171041","Klc1","6"
"8927","ENSRNOT00000015935","ENSRNOG00000011572","171041","Klc1","6"
"8928","ENSRNOT00000092741","ENSRNOG00000011572","171041","Klc1","6"
"8929","ENSRNOT00000092911","ENSRNOG00000011572","171041","Klc1","6"
"8930","ENSRNOT00000079678","ENSRNOG00000011573","60356","Csad","7"
"8931","ENSRNOT00000016205","ENSRNOG00000011573","60356","Csad","7"
"8932","ENSRNOT00000015874","ENSRNOG00000011575","361412","Adamts18","19"
"8933","ENSRNOT00000015609","ENSRNOG00000011582","140665","Rab3d","8"
"8934","ENSRNOT00000015791","ENSRNOG00000011584","292810","Gpatch1","1"
"8935","ENSRNOT00000015977","ENSRNOG00000011585","191571","Fat3","8"
"8936","ENSRNOT00000015763","ENSRNOG00000011586","114121","Ccnl1","2"
"8937","ENSRNOT00000016016","ENSRNOG00000011586","114121","Ccnl1","2"
"8938","ENSRNOT00000015421","ENSRNOG00000011588","308051","Rnf146","1"
"8939","ENSRNOT00000016026","ENSRNOG00000011589","24246","Camk2d","2"
"8940","ENSRNOT00000015564","ENSRNOG00000011589","24246","Camk2d","2"
"8941","ENSRNOT00000068198","ENSRNOG00000011589","24246","Camk2d","2"
"8942","ENSRNOT00000015492","ENSRNOG00000011591","301378","Mettl21c","9"
"8943","ENSRNOT00000015468","ENSRNOG00000011592","305880","Lrp10","15"
"8944","ENSRNOT00000015537","ENSRNOG00000011593","155437","Hey1","2"
"8945","ENSRNOT00000015415","ENSRNOG00000011595","315723","Senp8","8"
"8946","ENSRNOT00000015890","ENSRNOG00000011598","117261","Slc15a1","15"
"8947","ENSRNOT00000067612","ENSRNOG00000011599","309312","Gldc","1"
"8948","ENSRNOT00000089073","ENSRNOG00000011599","309312","Gldc","1"
"8949","ENSRNOT00000016162","ENSRNOG00000011603","290291","Cab39l","15"
"8950","ENSRNOT00000084505","ENSRNOG00000011603","290291","Cab39l","15"
"8951","ENSRNOT00000015427","ENSRNOG00000011606","UNKNOWN_ENSRNOG00000011606","UNKNOWN_ENSRNOG00000011606","4"
"8952","ENSRNOT00000015511","ENSRNOG00000011611","361028","Mapk1ip1l","15"
"8953","ENSRNOT00000063807","ENSRNOG00000011611","361028","Mapk1ip1l","15"
"8954","ENSRNOT00000015732","ENSRNOG00000011612","64206","Tdo2","2"
"8955","ENSRNOT00000076669","ENSRNOG00000011613","501194","Ppip5k2","9"
"8956","ENSRNOT00000056439","ENSRNOG00000011613","501194","Ppip5k2","9"
"8957","ENSRNOT00000076107","ENSRNOG00000011613","501194","Ppip5k2","9"
"8958","ENSRNOT00000076729","ENSRNOG00000011613","501194","Ppip5k2","9"
"8959","ENSRNOT00000072791","ENSRNOG00000011613","501194","Ppip5k2","9"
"8960","ENSRNOT00000042418","ENSRNOG00000011614","312654","Tmcc1","4"
"8961","ENSRNOT00000056393","ENSRNOG00000011614","312654","Tmcc1","4"
"8962","ENSRNOT00000015439","ENSRNOG00000011615","405123","Olr1638","15"
"8963","ENSRNOT00000015733","ENSRNOG00000011616","83819","Slc26a5","4"
"8964","ENSRNOT00000066678","ENSRNOG00000011617","297389","Dguok","4"
"8965","ENSRNOT00000084388","ENSRNOG00000011617","297389","Dguok","4"
"8966","ENSRNOT00000015508","ENSRNOG00000011618","291939","Mmaa","19"
"8967","ENSRNOT00000083558","ENSRNOG00000011619","171296","Myo9a","8"
"8968","ENSRNOT00000015963","ENSRNOG00000011619","171296","Myo9a","8"
"8969","ENSRNOT00000090378","ENSRNOG00000011621","290046","Hnrnpc","15"
"8970","ENSRNOT00000060514","ENSRNOG00000011621","290046","Hnrnpc","15"
"8971","ENSRNOT00000015440","ENSRNOG00000011622","361465","Echdc1","1"
"8972","ENSRNOT00000015871","ENSRNOG00000011623","171058","Rab3c","2"
"8973","ENSRNOT00000086851","ENSRNOG00000011623","171058","Rab3c","2"
"8974","ENSRNOT00000049961","ENSRNOG00000011624","170848","Kcnq2","3"
"8975","ENSRNOT00000015813","ENSRNOG00000011625","290794","Tnks","16"
"8976","ENSRNOT00000016196","ENSRNOG00000011627","365703","Zfr","2"
"8977","ENSRNOT00000080241","ENSRNOG00000011627","365703","Zfr","2"
"8978","ENSRNOT00000087636","ENSRNOG00000011627","365703","Zfr","2"
"8979","ENSRNOT00000015740","ENSRNOG00000011628","450229","Krt27","10"
"8980","ENSRNOT00000015680","ENSRNOG00000011631","24373","Fst","2"
"8981","ENSRNOT00000015886","ENSRNOG00000011632","294864","Cct5","2"
"8982","ENSRNOT00000015540","ENSRNOG00000011634","305960","Xkr6","15"
"8983","ENSRNOT00000015724","ENSRNOG00000011635","192257","Ces2e","19"
"8984","ENSRNOT00000016233","ENSRNOG00000011636","306229","Dennd6a","16"
"8985","ENSRNOT00000050984","ENSRNOG00000011637","UNKNOWN_ENSRNOG00000011637","UNKNOWN_ENSRNOG00000011637","1"
"8986","ENSRNOT00000015864","ENSRNOG00000011639","294963","Mrpl47","2"
"8987","ENSRNOT00000015479","ENSRNOG00000011640","UNKNOWN_ENSRNOG00000011640","UNKNOWN_ENSRNOG00000011640","2"
"8988","ENSRNOT00000065053","ENSRNOG00000011642","301284","Tfap2d","9"
"8989","ENSRNOT00000016557","ENSRNOG00000011644","366432","Slc1a7","5"
"8990","ENSRNOT00000072263","ENSRNOG00000011644","366432","Slc1a7","5"
"8991","ENSRNOT00000077808","ENSRNOG00000011644","366432","Slc1a7","5"
"8992","ENSRNOT00000090817","ENSRNOG00000011644","366432","Slc1a7","5"
"8993","ENSRNOT00000015793","ENSRNOG00000011645","361976","Rrnad1","2"
"8994","ENSRNOT00000016020","ENSRNOG00000011646","64626","Rem2","15"
"8995","ENSRNOT00000015612","ENSRNOG00000011647","85247","S100a6","2"
"8996","ENSRNOT00000087191","ENSRNOG00000011648","25240","Aqp1","4"
"8997","ENSRNOT00000015692","ENSRNOG00000011648","25240","Aqp1","4"
"8998","ENSRNOT00000015556","ENSRNOG00000011649","362202","Epb42","3"
"8999","ENSRNOT00000015568","ENSRNOG00000011652","311401","Sppl2a","3"
"9000","ENSRNOT00000090355","ENSRNOG00000011652","311401","Sppl2a","3"
"9001","ENSRNOT00000092594","ENSRNOG00000011653","297530","Washc2c","4"
"9002","ENSRNOT00000015620","ENSRNOG00000011653","297530","Washc2c","4"
"9003","ENSRNOT00000092613","ENSRNOG00000011653","297530","Washc2c","4"
"9004","ENSRNOT00000092689","ENSRNOG00000011653","297530","Washc2c","4"
"9005","ENSRNOT00000092277","ENSRNOG00000011653","297530","Washc2c","4"
"9006","ENSRNOT00000092524","ENSRNOG00000011653","297530","Washc2c","4"
"9007","ENSRNOT00000086653","ENSRNOG00000011654","310344","Plk4","2"
"9008","ENSRNOT00000016946","ENSRNOG00000011654","310344","Plk4","2"
"9009","ENSRNOT00000093651","ENSRNOG00000011654","310344","Plk4","2"
"9010","ENSRNOT00000016384","ENSRNOG00000011655","313242","Dcaf10","5"
"9011","ENSRNOT00000015517","ENSRNOG00000011657","306073","Kbtbd6","15"
"9012","ENSRNOT00000015600","ENSRNOG00000011658","301381","Tex30","9"
"9013","ENSRNOT00000015898","ENSRNOG00000011659","365298","Alpk3","1"
"9014","ENSRNOT00000015518","ENSRNOG00000011661","308650","Hnrnph2","X"
"9015","ENSRNOT00000015821","ENSRNOG00000011663","300948","Rnf7","8"
"9016","ENSRNOT00000064893","ENSRNOG00000011667","296741","Fastk","4"
"9017","ENSRNOT00000015525","ENSRNOG00000011668","114519","Nfil3","17"
"9018","ENSRNOT00000086303","ENSRNOG00000011669","310855","Gstcd","2"
"9019","ENSRNOT00000037154","ENSRNOG00000011669","310855","Gstcd","2"
"9020","ENSRNOT00000015541","ENSRNOG00000011671","498933","LOC498933","19"
"9021","ENSRNOT00000056109","ENSRNOG00000011672","24848","Tph1","1"
"9022","ENSRNOT00000015520","ENSRNOG00000011675","UNKNOWN_ENSRNOG00000011675","UNKNOWN_ENSRNOG00000011675","1"
"9023","ENSRNOT00000093748","ENSRNOG00000011677","363229","Slc39a10","9"
"9024","ENSRNOT00000016262","ENSRNOG00000011677","363229","Slc39a10","9"
"9025","ENSRNOT00000093343","ENSRNOG00000011677","363229","Slc39a10","9"
"9026","ENSRNOT00000015605","ENSRNOG00000011678","114765","Wbp4","15"
"9027","ENSRNOT00000093753","ENSRNOG00000011678","114765","Wbp4","15"
"9028","ENSRNOT00000093219","ENSRNOG00000011678","114765","Wbp4","15"
"9029","ENSRNOT00000093194","ENSRNOG00000011678","114765","Wbp4","15"
"9030","ENSRNOT00000093399","ENSRNOG00000011678","114765","Wbp4","15"
"9031","ENSRNOT00000016289","ENSRNOG00000011680","116996","Il16","1"
"9032","ENSRNOT00000016032","ENSRNOG00000011683","361597","Fes","1"
"9033","ENSRNOT00000015786","ENSRNOG00000011684","361215","Auh","17"
"9034","ENSRNOT00000015623","ENSRNOG00000011688","290729","Neil3","16"
"9035","ENSRNOT00000016356","ENSRNOG00000011690","311328","Rmdn3","3"
"9036","ENSRNOT00000015771","ENSRNOG00000011692","293897","Dkk1","1"
"9037","ENSRNOT00000016036","ENSRNOG00000011696","81680","Lifr","2"
"9038","ENSRNOT00000015929","ENSRNOG00000011697","291940","Zfp827","19"
"9039","ENSRNOT00000056366","ENSRNOG00000011700","29616","Ptprm","9"
"9040","ENSRNOT00000091316","ENSRNOG00000011700","29616","Ptprm","9"
"9041","ENSRNOT00000015641","ENSRNOG00000011702","317382","Foxp3","X"
"9042","ENSRNOT00000091146","ENSRNOG00000011702","317382","Foxp3","X"
"9043","ENSRNOT00000077391","ENSRNOG00000011702","317382","Foxp3","X"
"9044","ENSRNOT00000092161","ENSRNOG00000011704","305830","Fbxo34","15"
"9045","ENSRNOT00000015778","ENSRNOG00000011704","305830","Fbxo34","15"
"9046","ENSRNOT00000015720","ENSRNOG00000011705","84510","Stmn2","2"
"9047","ENSRNOT00000015723","ENSRNOG00000011706","24548","Mbl1","16"
"9048","ENSRNOT00000015831","ENSRNOG00000011709","362609","Pum1","5"
"9049","ENSRNOT00000015807","ENSRNOG00000011713","691113","LOC691113","4"
"9050","ENSRNOT00000079617","ENSRNOG00000011714","360547","Sat2","10"
"9051","ENSRNOT00000015769","ENSRNOG00000011714","360547","Sat2","10"
"9052","ENSRNOT00000015599","ENSRNOG00000011715","679959","Mtfr1-ps1","3"
"9053","ENSRNOT00000015855","ENSRNOG00000011716","314438","Degs2","6"
"9054","ENSRNOT00000015678","ENSRNOG00000011718","408246","C1rl","4"
"9055","ENSRNOT00000016057","ENSRNOG00000011719","85382","Ngb","6"
"9056","ENSRNOT00000081727","ENSRNOG00000011719","85382","Ngb","6"
"9057","ENSRNOT00000085112","ENSRNOG00000011719","85382","Ngb","6"
"9058","ENSRNOT00000061404","ENSRNOG00000011720","309550","L3mbtl3","1"
"9059","ENSRNOT00000055711","ENSRNOG00000011723","295417","Slc44a3","2"
"9060","ENSRNOT00000037725","ENSRNOG00000011726","24408","Grin1","3"
"9061","ENSRNOT00000044246","ENSRNOG00000011726","24408","Grin1","3"
"9062","ENSRNOT00000049297","ENSRNOG00000011726","24408","Grin1","3"
"9063","ENSRNOT00000086829","ENSRNOG00000011728","291905","Fto","19"
"9064","ENSRNOT00000015718","ENSRNOG00000011728","291905","Fto","19"
"9065","ENSRNOT00000015806","ENSRNOG00000011729","308653","Nxf2","X"
"9066","ENSRNOT00000083850","ENSRNOG00000011732","85492","Psmb7","3"
"9067","ENSRNOT00000085981","ENSRNOG00000011732","85492","Psmb7","3"
"9068","ENSRNOT00000016876","ENSRNOG00000011732","85492","Psmb7","3"
"9069","ENSRNOT00000016260","ENSRNOG00000011739","315756","Dennd4a","8"
"9070","ENSRNOT00000016285","ENSRNOG00000011740","316370","Poglut2","9"
"9071","ENSRNOT00000015946","ENSRNOG00000011745","29668","Psma1","1"
"9072","ENSRNOT00000015684","ENSRNOG00000011747","300441","Tmem205","8"
"9073","ENSRNOT00000015712","ENSRNOG00000011748","295211","S100a5","2"
"9074","ENSRNOT00000015752","ENSRNOG00000011750","362336","Fam180a","4"
"9075","ENSRNOT00000016230","ENSRNOG00000011751","89791","Ncdn","5"
"9076","ENSRNOT00000093712","ENSRNOG00000011752","295171","Sh3d19","2"
"9077","ENSRNOT00000093227","ENSRNOG00000011752","295171","Sh3d19","2"
"9078","ENSRNOT00000093677","ENSRNOG00000011752","295171","Sh3d19","2"
"9079","ENSRNOT00000093485","ENSRNOG00000011752","295171","Sh3d19","2"
"9080","ENSRNOT00000093640","ENSRNOG00000011752","295171","Sh3d19","2"
"9081","ENSRNOT00000015802","ENSRNOG00000011752","295171","Sh3d19","2"
"9082","ENSRNOT00000093595","ENSRNOG00000011752","295171","Sh3d19","2"
"9083","ENSRNOT00000015673","ENSRNOG00000011753","UNKNOWN_ENSRNOG00000011753","UNKNOWN_ENSRNOG00000011753","10"
"9084","ENSRNOT00000015908","ENSRNOG00000011754","306616","Myom2","16"
"9085","ENSRNOT00000015638","ENSRNOG00000011756","363210","Phf3","9"
"9086","ENSRNOT00000015722","ENSRNOG00000011758","295672","Fkbp7","3"
"9087","ENSRNOT00000068269","ENSRNOG00000011762","85424","Elf1","15"
"9088","ENSRNOT00000079417","ENSRNOG00000011762","85424","Elf1","15"
"9089","ENSRNOT00000084005","ENSRNOG00000011762","85424","Elf1","15"
"9090","ENSRNOT00000017868","ENSRNOG00000011763","80881","Serp1","2"
"9091","ENSRNOT00000016237","ENSRNOG00000011771","29463","Ptp4a1","9"
"9092","ENSRNOT00000089345","ENSRNOG00000011774","362650","Fblim1","5"
"9093","ENSRNOT00000045237","ENSRNOG00000011774","362650","Fblim1","5"
"9094","ENSRNOT00000015759","ENSRNOG00000011775","306424","Mfap3l","16"
"9095","ENSRNOT00000015651","ENSRNOG00000011777","252918","Spag5","10"
"9096","ENSRNOT00000015843","ENSRNOG00000011778","116599","Blvra","3"
"9097","ENSRNOT00000080724","ENSRNOG00000011781","116684","Oplah","7"
"9098","ENSRNOT00000077314","ENSRNOG00000011781","116684","Oplah","7"
"9099","ENSRNOT00000016424","ENSRNOG00000011781","116684","Oplah","7"
"9100","ENSRNOT00000015956","ENSRNOG00000011782","25721","Got2","19"
"9101","ENSRNOT00000067626","ENSRNOG00000011784","301221","Mocs1","9"
"9102","ENSRNOT00000016351","ENSRNOG00000011785","362229","Xrn2","3"
"9103","ENSRNOT00000016248","ENSRNOG00000011789","50938","Cdon","8"
"9104","ENSRNOT00000083563","ENSRNOG00000011791","286998","Zfand4","4"
"9105","ENSRNOT00000015742","ENSRNOG00000011791","286998","Zfand4","4"
"9106","ENSRNOT00000015776","ENSRNOG00000011794","298559","Tcea3","5"
"9107","ENSRNOT00000078349","ENSRNOG00000011796","312705","C1r","4"
"9108","ENSRNOT00000056051","ENSRNOG00000011796","312705","C1r","4"
"9109","ENSRNOT00000016220","ENSRNOG00000011798","114764","Mapre1","3"
"9110","ENSRNOT00000087752","ENSRNOG00000011798","114764","Mapre1","3"
"9111","ENSRNOT00000088255","ENSRNOG00000011799","300442","Ccdc159","8"
"9112","ENSRNOT00000049993","ENSRNOG00000011799","300442","Ccdc159","8"
"9113","ENSRNOT00000015836","ENSRNOG00000011800","25584","F3","2"
"9114","ENSRNOT00000015705","ENSRNOG00000011803","316205","Lrfn2","9"
"9115","ENSRNOT00000085573","ENSRNOG00000011804","65033","Stx12","5"
"9116","ENSRNOT00000017227","ENSRNOG00000011804","65033","Stx12","5"
"9117","ENSRNOT00000078048","ENSRNOG00000011804","65033","Stx12","5"
"9118","ENSRNOT00000081953","ENSRNOG00000011808","25321","Ghrhr","4"
"9119","ENSRNOT00000044578","ENSRNOG00000011808","25321","Ghrhr","4"
"9120","ENSRNOT00000016087","ENSRNOG00000011808","25321","Ghrhr","4"
"9121","ENSRNOT00000084855","ENSRNOG00000011808","25321","Ghrhr","4"
"9122","ENSRNOT00000076459","ENSRNOG00000011809","305850","Rpgrip1","15"
"9123","ENSRNOT00000060495","ENSRNOG00000011809","305850","Rpgrip1","15"
"9124","ENSRNOT00000044407","ENSRNOG00000011814","297093","Cbx3","4"
"9125","ENSRNOT00000015828","ENSRNOG00000011814","297093","Cbx3","4"
"9126","ENSRNOT00000083452","ENSRNOG00000011815","29517","Sgk1","1"
"9127","ENSRNOT00000016121","ENSRNOG00000011815","29517","Sgk1","1"
"9128","ENSRNOT00000061157","ENSRNOG00000011815","29517","Sgk1","1"
"9129","ENSRNOT00000040736","ENSRNOG00000011815","29517","Sgk1","1"
"9130","ENSRNOT00000015756","ENSRNOG00000011817","361923","Rpl22l1","2"
"9131","ENSRNOT00000085585","ENSRNOG00000011820","56780","Acpp","8"
"9132","ENSRNOT00000016222","ENSRNOG00000011820","56780","Acpp","8"
"9133","ENSRNOT00000015958","ENSRNOG00000011821","24615","S100a4","2"
"9134","ENSRNOT00000030912","ENSRNOG00000011823","301285","Tfap2b","9"
"9135","ENSRNOT00000090920","ENSRNOG00000011823","301285","Tfap2b","9"
"9136","ENSRNOT00000015944","ENSRNOG00000011824","25569","Trh","4"
"9137","ENSRNOT00000016060","ENSRNOG00000011825","301427","Ndufb3","9"
"9138","ENSRNOT00000015799","ENSRNOG00000011826","266711","Lzts1","16"
"9139","ENSRNOT00000015746","ENSRNOG00000011827","100360846","LOC100360846","2"
"9140","ENSRNOT00000015876","ENSRNOG00000011829","307724","Rpgrip1l","19"
"9141","ENSRNOT00000016132","ENSRNOG00000011830","295674","Plekha3","3"
"9142","ENSRNOT00000015969","ENSRNOG00000011831","361068","Nudt18","15"
"9143","ENSRNOT00000015790","ENSRNOG00000011839","290850","Mrps31","16"
"9144","ENSRNOT00000092485","ENSRNOG00000011841","25595","Map2","9"
"9145","ENSRNOT00000092717","ENSRNOG00000011841","25595","Map2","9"
"9146","ENSRNOT00000043627","ENSRNOG00000011841","25595","Map2","9"
"9147","ENSRNOT00000045766","ENSRNOG00000011841","25595","Map2","9"
"9148","ENSRNOT00000092445","ENSRNOG00000011841","25595","Map2","9"
"9149","ENSRNOT00000037974","ENSRNOG00000011841","25595","Map2","9"
"9150","ENSRNOT00000092319","ENSRNOG00000011841","25595","Map2","9"
"9151","ENSRNOT00000092376","ENSRNOG00000011841","25595","Map2","9"
"9152","ENSRNOT00000092602","ENSRNOG00000011841","25595","Map2","9"
"9153","ENSRNOT00000092547","ENSRNOG00000011841","25595","Map2","9"
"9154","ENSRNOT00000092540","ENSRNOG00000011841","25595","Map2","9"
"9155","ENSRNOT00000016039","ENSRNOG00000011842","63866","Asic5","2"
"9156","ENSRNOT00000016066","ENSRNOG00000011844","295448","Ints12","2"
"9157","ENSRNOT00000044206","ENSRNOG00000011846","360623","Krt28","10"
"9158","ENSRNOT00000015894","ENSRNOG00000011847","59077","Grk4","14"
"9159","ENSRNOT00000015852","ENSRNOG00000011849","301458","Ndufs1","9"
"9160","ENSRNOT00000016428","ENSRNOG00000011852","315840","Myo6","8"
"9161","ENSRNOT00000016112","ENSRNOG00000011853","680172","Mbd2","18"
"9162","ENSRNOT00000015921","ENSRNOG00000011854","312270","Dennd11","4"
"9163","ENSRNOT00000037259","ENSRNOG00000011855","UNKNOWN_ENSRNOG00000011855","UNKNOWN_ENSRNOG00000011855","1"
"9164","ENSRNOT00000067690","ENSRNOG00000011856","498823","Ankrd29","14"
"9165","ENSRNOT00000015808","ENSRNOG00000011857","79215","Mtpn","4"
"9166","ENSRNOT00000085659","ENSRNOG00000011858","306534","Unc5d","16"
"9167","ENSRNOT00000015879","ENSRNOG00000011858","306534","Unc5d","16"
"9168","ENSRNOT00000015779","ENSRNOG00000011859","310261","Eif5a2","2"
"9169","ENSRNOT00000015974","ENSRNOG00000011861","29416","Aadat","16"
"9170","ENSRNOT00000082392","ENSRNOG00000011861","29416","Aadat","16"
"9171","ENSRNOT00000015795","ENSRNOG00000011863","307639","Gins3","19"
"9172","ENSRNOT00000015811","ENSRNOG00000011865","680987","Ciao2b","19"
"9173","ENSRNOT00000061882","ENSRNOG00000011871","UNKNOWN_ENSRNOG00000011871","UNKNOWN_ENSRNOG00000011871","9"
"9174","ENSRNOT00000016274","ENSRNOG00000011873","305831","Atg14","15"
"9175","ENSRNOT00000015866","ENSRNOG00000011875","25351","Slc2a2","2"
"9176","ENSRNOT00000091221","ENSRNOG00000011875","25351","Slc2a2","2"
"9177","ENSRNOT00000016163","ENSRNOG00000011876","287433","Fxr2","10"
"9178","ENSRNOT00000017005","ENSRNOG00000011879","307820","Nfat5","19"
"9179","ENSRNOT00000077960","ENSRNOG00000011879","307820","Nfat5","19"
"9180","ENSRNOT00000078971","ENSRNOG00000011881","306574","Slc25a15","16"
"9181","ENSRNOT00000050637","ENSRNOG00000011881","306574","Slc25a15","16"
"9182","ENSRNOT00000016361","ENSRNOG00000011882","84477","Gab2","1"
"9183","ENSRNOT00000091171","ENSRNOG00000011884","64528","Golga2","3"
"9184","ENSRNOT00000016341","ENSRNOG00000011884","64528","Golga2","3"
"9185","ENSRNOT00000016148","ENSRNOG00000011885","308516","Rhpn2","1"
"9186","ENSRNOT00000016084","ENSRNOG00000011887","303280","RGD1307929","10"
"9187","ENSRNOT00000015931","ENSRNOG00000011891","117596","Atp6v1b2","16"
"9188","ENSRNOT00000016440","ENSRNOG00000011892","246235","Slc36a2","10"
"9189","ENSRNOT00000016329","ENSRNOG00000011893","29288","Rps3a","2"
